City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
334,saldanha,-33.0117,17.9442,14.03,79,27,9.7,ZA,1723164717
335,haiku-pauwela,20.9219,-156.3051,28.01,67,40,12.35,US,1723164719
336,burang,30.25,81.1667,10.63,76,100,1.15,CN,1723164720
337,al ghayzah,16.2079,52.176,24.06,94,46,3.21,YE,1723164721
338,kpandu,6.9954,0.2931,23.48,81,100,3.58,GH,1723164722
339,usinsk,65.9939,57.5281,9.75,75,67,3.5,RU,1723164723
340,vytegra,61.0064,36.4481,11.93,93,25,0.61,RU,1723164724
341,waingapu,-9.6567,120.2641,27.67,62,0,7.44,ID,1723164726
342,cadale,2.7603,46.3222,24.65,84,80,7.47,SO,1723164727
343,nagarote,12.2659,-86.5647,25.82,95,100,0.55,NI,1723164728
344,constantia,44.1833,28.65,19.38,76,0,2.21,RO,1723164729
345,pacasmayo,-7.4006,-79.5714,17.04,82,6,6.04,PE,1723164730
346,keflavik,64.0049,-22.5624,10.95,93,100,2.57,IS,1723164732
347,nenjiang,49.1833,125.2167,23.39,62,0,2.69,CN,1723164733
348,yinchuan,38.4681,106.2731,23.21,54,2,5.96,CN,1723164734
349,gadzhiyevo,69.2551,33.3362,11.59,62,10,5.02,RU,1723164735
350,mount gambier,-37.8333,140.7667,11.9,87,100,2.82,AU,1723164736
351,basco,20.4487,121.9702,29.01,81,100,10.8,PH,1723164738
352,archangelos,36.2149,28.1149,25.99,74,0,1.74,GR,1723164739
353,farafangana,-22.8167,47.8333,21.01,86,93,3.54,MG,1723164740
354,ebon,4.582,168.6964,28.61,73,25,3.72,MH,1723164741
355,xilin hot,43.9667,116.0333,24.4,55,100,5.41,CN,1723164742
356,conselheiro lafaiete,-20.6603,-43.7861,15.79,53,0,1.09,BR,1723164743
357,saudarkrokur,65.7461,-19.6394,6.34,94,100,0.95,IS,1723164745
358,horta,38.5333,-28.6333,21.68,86,0,2.24,PT,1723164746
359,abalak,58.1286,68.5944,11.06,71,100,2.5,RU,1723164747
360,boa viagem,-5.1275,-39.7322,22.74,49,3,1.59,BR,1723164748
361,aasiaat,68.7098,-52.8699,2.73,94,77,2.54,GL,1723164749
362,port-vila,-17.7338,168.3219,25.78,65,75,6.69,VU,1723164751
